n,rho,eta,mu,seed,ste_tc_f1,ste_uc_f1,ste_tc_topk_f1,ste_uc_topk_f1,ste_tc_pred_size,ste_uc_pred_size,logloss_train,logloss_val,logloss_test,acc_test,btl_tc_f1,elo_tc_f1,rank_centrality_tc_f1,win_rate_tc_f1
15,0.3,0.0,0.1,42,0.8799999999994369,0.3636363636358347,0.9285714285708622,0.49999999999937494,11.0,7.0,0.6005059343429244,0.7459269191894033,0.7724296610279199,0.4631578947368421,0.9999999999994287,0.9999999999994287,0.9999999999994287,0.9999999999994287
15,0.3,0.0,0.1,43,0.0,0.24999999999971875,0.0,0.0,1.0,7.0,0.6184404505279624,0.7676443842589669,0.6473933838005332,0.631578947368421,0.0,0.0,0.0,0.0
15,0.3,0.0,0.1,44,0.9999999999994333,0.37499999999964845,0.9999999999994333,0.6666666666659444,15.0,13.0,0.6230618092331354,0.682604782460149,0.7639145101605479,0.5052631578947369,0.9999999999994333,0.9999999999994333,0.9999999999994333,0.9999999999994333
15,0.3,0.0,0.1,45,0.9655172413787443,0.24999999999966407,0.9999999999994333,0.33333333333272225,14.0,13.0,0.6030169454588205,0.7173836705717701,0.6799504422041289,0.5684210526315789,0.9999999999994333,0.9999999999994333,0.9999999999994333,0.9999999999994333
15,0.3,0.0,0.1,46,0.9285714285708622,0.666666666666148,0.9285714285708622,0.4999999999994167,14.0,12.0,0.6174870333962906,0.7485368808903605,0.7329232778901018,0.4842105263157895,0.9285714285708622,0.9285714285708622,0.9285714285708622,0.9285714285708622
15,0.3,0.0,0.1,47,0.18181818181798345,0.24999999999971875,0.9999999999984999,0.9999999999984999,10.0,7.0,0.598093460243822,0.6992534122118768,0.7455793439323499,0.49473684210526314,0.0,0.0,0.9999999999984999,0.9999999999984999
15,0.3,0.0,0.1,48,0.9999999999994333,0.5882352941171626,0.9999999999994333,0.7999999999993399,15.0,12.0,0.6084442126595602,0.7541155895954157,0.6905304807065428,0.6,0.9999999999994333,0.9999999999994333,0.9999999999994333,0.9999999999994333
15,0.3,0.0,0.1,49,0.14285714285698978,0.18181818181798345,0.9999999999984999,0.9999999999984999,13.0,10.0,0.6092996078523771,0.6797143799950603,0.7500477262299112,0.5263157894736842,0.0,0.0,0.0,0.0
15,0.3,0.0,0.1,50,0.0,0.18181818181798345,0.0,0.0,12.0,10.0,0.5895333883007308,0.7381715305350997,0.6799547072075626,0.5789473684210527,0.0,0.0,0.0,0.0
15,0.3,0.0,0.1,51,0.12499999999986719,0.36363636363590085,0.9999999999994333,0.0,1.0,8.0,0.5784022264790704,0.8152503929632527,0.8147717010500015,0.47368421052631576,0.9999999999994333,0.9999999999994333,0.9999999999994333,0.9999999999994333
15,0.3,0.0,0.3,42,0.1333333333331911,0.1428571428567143,0.9999999999994287,0.2499999999994375,1.0,10.0,0.6125062124347698,0.7737198020386076,0.7021533427342791,0.4931506849315068,0.9999999999994287,0.9285714285708622,0.9999999999994287,0.9999999999994287
15,0.3,0.0,0.3,43,0.22222222222197527,0.0,0.0,0.0,8.0,10.0,0.6409538580527385,0.7200442563463332,0.6853816402232119,0.5616438356164384,0.0,0.0,0.0,0.0
